_id,hxd,color,talla,sku,cantidad,precio,producto,createdAT,__v
68044757e58fe4e2192f1b61,#008000,Verde,35,03CANZACVER379,0,0,68044757e58fe4e2192f1b49,2025-04-17 01:15:17,0
68044757e58fe4e2192f1b67,#808080,Gris,Único,04TECCARGRIÚ44,14,88,68044757e58fe4e2192f1b66,2025-04-17 01:35:17,0
68044757e58fe4e2192f1b68,#FFFFFF,Blanco,Único,04TECCARBLAÚ31,16,81,68044757e58fe4e2192f1b66,2025-04-17 01:35:17,0
68044757e58fe4e2192f1b69,#FF0000,Rojo,Único,04TECCARROJÚ77,10,66,68044757e58fe4e2192f1b66,2025-04-17 01:35:17,0
68044757e58fe4e2192f1b6a,#008000,Verde,Único,04TECCARVERÚ08,18,94,68044757e58fe4e2192f1b66,2025-04-17 01:35:17,0
68044757e58fe4e2192f1b71,#808080,Gris,Único,05TECGAIGRIÚ69,0,0,68044757e58fe4e2192f1b70,2025-04-16 23:21:17,0
68044757e58fe4e2192f1b72,#800080,Morado,Único,05TECGAIMORÚ72,0,0,68044757e58fe4e2192f1b70,2025-04-16 23:21:17,0
68044757e58fe4e2192f1b73,#FFFFFF,Blanco,Único,05TECGAIBLAÚ43,0,0,68044757e58fe4e2192f1b70,2025-04-16 23:21:17,0
68044757e58fe4e2192f1b74,#000000,Negro,Único,05TECGAINEGÚ93,0,0,68044757e58fe4e2192f1b70,2025-04-16 23:21:17,0
68044757e58fe4e2192f1b75,#FF0000,Rojo,Único,05TECGAIROJÚ65,0,0,68044757e58fe4e2192f1b70,2025-04-16 23:21:17,0
68044757e58fe4e2192f1b7c,#FFC0CB,Rosado,Único,06CEFPREROSÚ38,9,94,68044757e58fe4e2192f1b7b,2025-04-17 01:14:17,0
68044757e58fe4e2192f1b7d,#FF0000,Rojo,Único,06CEFPREROJÚ90,16,101,68044757e58fe4e2192f1b7b,2025-04-17 01:14:17,0
68044757e58fe4e2192f1b7e,#A52A2A,Café,Único,06CEFPRECAFÚ52,10,116,68044757e58fe4e2192f1b7b,2025-04-17 01:14:17,0
68044757e58fe4e2192f1b7f,#008000,Verde,Único,06CEFPREVERÚ41,0,0,68044757e58fe4e2192f1b7b,2025-04-17 01:14:17,0
68044757e58fe4e2192f1b80,#FFFF00,Amarillo,Único,06CEFPREAMAÚ98,12,97,68044757e58fe4e2192f1b7b,2025-04-17 01:14:17,0
68044757e58fe4e2192f1b83,#000080,Azul Marino,Único,07MMNLONAZMÚ38,0,0,68044757e58fe4e2192f1b82,2025-04-17 02:14:17,0
68044757e58fe4e2192f1b84,#000000,Negro,Único,07MMNLONNEGÚ31,16,189,68044757e58fe4e2192f1b82,2025-04-17 02:14:17,0
68044757e58fe4e2192f1b85,#800080,Morado,Único,07MMNLONMORÚ45,21,239,68044757e58fe4e2192f1b82,2025-04-17 02:14:17,0
68044757e58fe4e2192f1b86,#808080,Gris,Único,07MMNLONGRIÚ03,15,251,68044757e58fe4e2192f1b82,2025-04-17 02:14:17,0
68044757e58fe4e2192f1b87,#FFFFFF,Blanco,Único,07MMNLONBLAÚ86,30,225,68044757e58fe4e2192f1b82,2025-04-17 02:14:17,0
68044757e58fe4e2192f1b8d,#FFFF00,Amarillo,L,08RPMPANAMAL61,10,141,68044757e58fe4e2192f1b8c,2025-04-16 23:49:17,0
68044757e58fe4e2192f1b90,#FFFF00,Amarillo,Único,09CEFCOLAMAÚ19,21,251,68044757e58fe4e2192f1b8f,2025-04-17 00:25:17,0
68044757e58fe4e2192f1b91,#A52A2A,Café,Único,09CEFCOLCAFÚ39,0,0,68044757e58fe4e2192f1b8f,2025-04-17 00:25:17,0
68044757e58fe4e2192f1b92,#FFA500,Naranja,Único,09CEFCOLNARÚ58,10,172,68044757e58fe4e2192f1b8f,2025-04-17 00:25:17,0
68044757e58fe4e2192f1b93,#008000,Verde,Único,09CEFCOLVERÚ84,30,189,68044757e58fe4e2192f1b8f,2025-04-17 00:25:17,0
68044757e58fe4e2192f1b94,#000080,Azul Marino,Único,09CEFCOLAZMÚ19,0,0,68044757e58fe4e2192f1b8f,2025-04-17 00:25:17,0
68044757e58fe4e2192f1b9b,#A52A2A,Café,L,10RPMPANCAFL27,16,71,68044757e58fe4e2192f1b9a,2025-04-17 01:07:17,0
68044757e58fe4e2192f1b9c,#A52A2A,Café,XS,10RPMPANCAFX86,10,104,68044757e58fe4e2192f1b9a,2025-04-17 01:07:17,0
68044757e58fe4e2192f1b9d,#FFA500,Naranja,XL,10RPMPANNARX67,0,0,68044757e58fe4e2192f1b9a,2025-04-17 01:07:17,0
68044757e58fe4e2192f1b9e,#FFA500,Naranja,XS,10RPMPANNARX53,14,140,68044757e58fe4e2192f1b9a,2025-04-17 01:07:17,0
68044757e58fe4e2192f1b9f,#FFA500,Naranja,S,10RPMPANNARS78,26,139,68044757e58fe4e2192f1b9a,2025-04-17 01:07:17,0
68044757e58fe4e2192f1ba0,#FFA500,Naranja,M,10RPMPANNARM54,10,115,68044757e58fe4e2192f1b9a,2025-04-17 01:07:17,0
68044757e58fe4e2192f1ba1,#FFA500,Naranja,XXL,10RPMPANNARX27,0,0,68044757e58fe4e2192f1b9a,2025-04-17 01:07:17,0
68044757e58fe4e2192f1ba2,#FFA500,Naranja,L,10RPMPANNARL77,0,0,68044757e58fe4e2192f1b9a,2025-04-17 01:07:17,0
68044757e58fe4e2192f1ba3,#0000FF,Azul,S,10RPMPANAZUS78,0,0,68044757e58fe4e2192f1b9a,2025-04-17 01:07:17,0
68044757e58fe4e2192f1ba4,#0000FF,Azul,M,10RPMPANAZUM36,14,73,68044757e58fe4e2192f1b9a,2025-04-17 01:07:17,0
68044757e58fe4e2192f1ba5,#0000FF,Azul,XXL,10RPMPANAZUX56,0,0,68044757e58fe4e2192f1b9a,2025-04-17 01:07:17,0
68044757e58fe4e2192f1ba6,#0000FF,Azul,L,10RPMPANAZUL63,24,108,68044757e58fe4e2192f1b9a,2025-04-17 01:07:17,0
68044757e58fe4e2192f1ba7,#0000FF,Azul,XL,10RPMPANAZUX83,0,0,68044757e58fe4e2192f1b9a,2025-04-17 01:07:17,0
68044757e58fe4e2192f1ba8,#000080,Azul Marino,M,10RPMPANAZMM52,25,95,68044757e58fe4e2192f1b9a,2025-04-17 01:07:17,0
68044757e58fe4e2192f1ba9,#000080,Azul Marino,XL,10RPMPANAZMX08,0,0,68044757e58fe4e2192f1b9a,2025-04-17 01:07:17,0
68044757e58fe4e2192f1baa,#000080,Azul Marino,S,10RPMPANAZMS60,18,80,68044757e58fe4e2192f1b9a,2025-04-17 01:07:17,0
68044757e58fe4e2192f1bab,#008000,Verde,XXL,10RPMPANVERX20,12,106,68044757e58fe4e2192f1b9a,2025-04-17 01:07:17,0
68044757e58fe4e2192f1baf,#FFA500,Naranja,XL,11RPNCHANARX13,0,0,68044757e58fe4e2192f1bae,2025-04-16 23:42:17,0
68044757e58fe4e2192f1bb0,#FFA500,Naranja,L,11RPNCHANARL50,0,0,68044757e58fe4e2192f1bae,2025-04-16 23:42:17,0
68044757e58fe4e2192f1bb1,#FFA500,Naranja,XXL,11RPNCHANARX33,0,0,68044757e58fe4e2192f1bae,2025-04-16 23:42:17,0
68044757e58fe4e2192f1bb2,#FFA500,Naranja,M,11RPNCHANARM03,0,0,68044757e58fe4e2192f1bae,2025-04-16 23:42:17,0
68044757e58fe4e2192f1bb3,#FFA500,Naranja,XS,11RPNCHANARX82,0,0,68044757e58fe4e2192f1bae,2025-04-16 23:42:17,0
68044757e58fe4e2192f1bb4,#FFA500,Naranja,S,11RPNCHANARS35,0,0,68044757e58fe4e2192f1bae,2025-04-16 23:42:17,0
68044757e58fe4e2192f1bb5,#FFFFFF,Blanco,M,11RPNCHABLAM97,0,0,68044757e58fe4e2192f1bae,2025-04-16 23:42:17,0
68044757e58fe4e2192f1bb6,#FFFFFF,Blanco,XXL,11RPNCHABLAX43,0,0,68044757e58fe4e2192f1bae,2025-04-16 23:42:17,0
68044757e58fe4e2192f1bb7,#FFFFFF,Blanco,L,11RPNCHABLAL07,0,0,68044757e58fe4e2192f1bae,2025-04-16 23:42:17,0
68044757e58fe4e2192f1bb8,#FFFFFF,Blanco,XL,11RPNCHABLAX35,0,0,68044757e58fe4e2192f1bae,2025-04-16 23:42:17,0
68044757e58fe4e2192f1bb9,#FFFFFF,Blanco,S,11RPNCHABLAS29,0,0,68044757e58fe4e2192f1bae,2025-04-16 23:42:17,0
68044757e58fe4e2192f1bba,#FFFFFF,Blanco,XS,11RPNCHABLAX20,0,0,68044757e58fe4e2192f1bae,2025-04-16 23:42:17,0
68044757e58fe4e2192f1bbf,#A52A2A,Café,Único,12ACNLONCAFÚ50,0,0,68044757e58fe4e2192f1bbe,2025-04-17 01:03:17,0
68044757e58fe4e2192f1bc0,#0000FF,Azul,Único,12ACNLONAZUÚ90,0,0,68044757e58fe4e2192f1bbe,2025-04-17 01:03:17,0
68044757e58fe4e2192f1bc1,#800080,Morado,Único,12ACNLONMORÚ72,0,0,68044757e58fe4e2192f1bbe,2025-04-17 01:03:17,0
68044757e58fe4e2192f1bc2,#000080,Azul Marino,Único,12ACNLONAZMÚ30,0,0,68044757e58fe4e2192f1bbe,2025-04-17 01:03:17,0
68044757e58fe4e2192f1bc6,#800080,Morado,Único,13CENPERMORÚ57,56,97,68044757e58fe4e2192f1bc5,2025-04-17 02:28:17,0
68044757e58fe4e2192f1bc7,#FFC0CB,Rosado,Único,13CENPERROSÚ63,10,122,68044757e58fe4e2192f1bc5,2025-04-17 02:28:17,0
68044757e58fe4e2192f1bc8,#000080,Azul Marino,Único,13CENPERAZMÚ12,15,88,68044757e58fe4e2192f1bc5,2025-04-17 02:28:17,0
68044757e58fe4e2192f1bc9,#FFA500,Naranja,Único,13CENPERNARÚ53,24,84,68044757e58fe4e2192f1bc5,2025-04-17 02:28:17,0
68044757e58fe4e2192f1bca,#0000FF,Azul,Único,13CENPERAZUÚ19,0,0,68044757e58fe4e2192f1bc5,2025-04-17 02:28:17,0
68044757e58fe4e2192f1bd0,#FFC0CB,Rosado,Único,14MMFBODROSÚ36,14,176,68044757e58fe4e2192f1bcf,2025-04-17 00:08:17,0
68044757e58fe4e2192f1bd7,#A52A2A,Café,XS,15RPMCAMCAFX02,0,0,68044757e58fe4e2192f1bd6,2025-04-17 02:07:17,0
68044757e58fe4e2192f1bd8,#A52A2A,Café,M,15RPMCAMCAFM36,0,0,68044757e58fe4e2192f1bd6,2025-04-17 02:07:17,0
68044757e58fe4e2192f1bd9,#A52A2A,Café,S,15RPMCAMCAFS84,0,0,68044757e58fe4e2192f1bd6,2025-04-17 02:07:17,0
68044757e58fe4e2192f1bda,#A52A2A,Café,XXL,15RPMCAMCAFX59,0,0,68044757e58fe4e2192f1bd6,2025-04-17 02:07:17,0
68044757e58fe4e2192f1bdb,#A52A2A,Café,L,15RPMCAMCAFL81,0,0,68044757e58fe4e2192f1bd6,2025-04-17 02:07:17,0
68044757e58fe4e2192f1bdc,#A52A2A,Café,XL,15RPMCAMCAFX04,0,0,68044757e58fe4e2192f1bd6,2025-04-17 02:07:17,0
68044757e58fe4e2192f1bdd,#FFC0CB,Rosado,XXL,15RPMCAMROSX31,0,0,68044757e58fe4e2192f1bd6,2025-04-17 02:07:17,0
68044757e58fe4e2192f1bde,#FFC0CB,Rosado,XL,15RPMCAMROSX65,0,0,68044757e58fe4e2192f1bd6,2025-04-17 02:07:17,0
68044757e58fe4e2192f1bdf,#FFFFFF,Blanco,XL,15RPMCAMBLAX03,0,0,68044757e58fe4e2192f1bd6,2025-04-17 02:07:17,0
68044757e58fe4e2192f1be0,#FFFFFF,Blanco,XS,15RPMCAMBLAX38,0,0,68044757e58fe4e2192f1bd6,2025-04-17 02:07:17,0
68044757e58fe4e2192f1be1,#FFFFFF,Blanco,XXL,15RPMCAMBLAX30,0,0,68044757e58fe4e2192f1bd6,2025-04-17 02:07:17,0
68044757e58fe4e2192f1be4,#000000,Negro,XXL,16RPNPANNEGX96,16,160,68044757e58fe4e2192f1be3,2025-04-17 00:03:17,0
68044757e58fe4e2192f1be5,#000000,Negro,XL,16RPNPANNEGX70,18,174,68044757e58fe4e2192f1be3,2025-04-17 00:03:17,0
68044757e58fe4e2192f1be6,#000000,Negro,XS,16RPNPANNEGX27,0,0,68044757e58fe4e2192f1be3,2025-04-17 00:03:17,0
68044757e58fe4e2192f1be7,#000000,Negro,S,16RPNPANNEGS47,15,168,68044757e58fe4e2192f1be3,2025-04-17 00:03:17,0
68044757e58fe4e2192f1be8,#FF0000,Rojo,M,16RPNPANROJM65,0,0,68044757e58fe4e2192f1be3,2025-04-17 00:03:17,0
68044757e58fe4e2192f1be9,#FF0000,Rojo,XXL,16RPNPANROJX22,21,119,68044757e58fe4e2192f1be3,2025-04-17 00:03:17,0
68044757e58fe4e2192f1bea,#FF0000,Rojo,S,16RPNPANROJS28,19,195,68044757e58fe4e2192f1be3,2025-04-17 00:03:17,0
68044757e58fe4e2192f1beb,#FF0000,Rojo,XL,16RPNPANROJX97,0,0,68044757e58fe4e2192f1be3,2025-04-17 00:03:17,0
68044757e58fe4e2192f1bec,#FFFF00,Amarillo,XXL,16RPNPANAMAX98,20,132,68044757e58fe4e2192f1be3,2025-04-17 00:03:17,0
68044757e58fe4e2192f1bed,#FFFF00,Amarillo,L,16RPNPANAMAL89,0,0,68044757e58fe4e2192f1be3,2025-04-17 00:03:17,0
68044757e58fe4e2192f1bee,#FFFF00,Amarillo,XL,16RPNPANAMAX05,7,125,68044757e58fe4e2192f1be3,2025-04-17 00:03:17,0
68044757e58fe4e2192f1bef,#FFFF00,Amarillo,XS,16RPNPANAMAX10,0,0,68044757e58fe4e2192f1be3,2025-04-17 00:03:17,0
68044757e58fe4e2192f1bf0,#808080,Gris,XL,16RPNPANGRIX91,9,123,68044757e58fe4e2192f1be3,2025-04-17 00:03:17,0
68044757e58fe4e2192f1bf1,#FFFFFF,Blanco,S,16RPNPANBLAS24,7,183,68044757e58fe4e2192f1be3,2025-04-17 00:03:17,0
68044757e58fe4e2192f1bf2,#FFFFFF,Blanco,XL,16RPNPANBLAX56,26,178,68044757e58fe4e2192f1be3,2025-04-17 00:03:17,0
68044757e58fe4e2192f1bf3,#FFFFFF,Blanco,L,16RPNPANBLAL06,15,123,68044757e58fe4e2192f1be3,2025-04-17 00:03:17,0
68044757e58fe4e2192f1bf4,#FFFFFF,Blanco,M,16RPNPANBLAM26,28,147,68044757e58fe4e2192f1be3,2025-04-17 00:03:17,0
68044757e58fe4e2192f1bf5,#FFFFFF,Blanco,XXL,16RPNPANBLAX70,0,0,68044757e58fe4e2192f1be3,2025-04-17 00:03:17,0
68044757e58fe4e2192f1bf6,#FFFFFF,Blanco,XS,16RPNPANBLAX01,22,162,68044757e58fe4e2192f1be3,2025-04-17 00:03:17,0
68044757e58fe4e2192f1bfc,#0000FF,Azul,S,17RPNPANAZUS72,0,0,68044757e58fe4e2192f1bfb,2025-04-16 23:39:17,0
68044757e58fe4e2192f1bfd,#0000FF,Azul,XXL,17RPNPANAZUX97,0,0,68044757e58fe4e2192f1bfb,2025-04-16 23:39:17,0
68044757e58fe4e2192f1bfe,#0000FF,Azul,M,17RPNPANAZUM05,0,0,68044757e58fe4e2192f1bfb,2025-04-16 23:39:17,0
68044757e58fe4e2192f1bff,#0000FF,Azul,L,17RPNPANAZUL26,0,0,68044757e58fe4e2192f1bfb,2025-04-16 23:39:17,0
68044757e58fe4e2192f1c00,#0000FF,Azul,XL,17RPNPANAZUX38,0,0,68044757e58fe4e2192f1bfb,2025-04-16 23:39:17,0
68044757e58fe4e2192f1c01,#FFFFFF,Blanco,XS,17RPNPANBLAX25,0,0,68044757e58fe4e2192f1bfb,2025-04-16 23:39:17,0
68044757e58fe4e2192f1c02,#008000,Verde,XL,17RPNPANVERX58,0,0,68044757e58fe4e2192f1bfb,2025-04-16 23:39:17,0
68044757e58fe4e2192f1c03,#008000,Verde,XXL,17RPNPANVERX08,0,0,68044757e58fe4e2192f1bfb,2025-04-16 23:39:17,0
68044757e58fe4e2192f1c04,#008000,Verde,S,17RPNPANVERS89,0,0,68044757e58fe4e2192f1bfb,2025-04-16 23:39:17,0
68044757e58fe4e2192f1c05,#008000,Verde,M,17RPNPANVERM16,0,0,68044757e58fe4e2192f1bfb,2025-04-16 23:39:17,0
68044757e58fe4e2192f1c06,#008000,Verde,L,17RPNPANVERL16,0,0,68044757e58fe4e2192f1bfb,2025-04-16 23:39:17,0
68044757e58fe4e2192f1c0c,#FFC0CB,Rosado,S,18RPNCHAROSS31,28,77,68044757e58fe4e2192f1c0b,2025-04-17 02:39:17,0
68044757e58fe4e2192f1c0d,#FFC0CB,Rosado,XL,18RPNCHAROSX39,0,0,68044757e58fe4e2192f1c0b,2025-04-17 02:39:17,0
68044757e58fe4e2192f1c0e,#FFC0CB,Rosado,XXL,18RPNCHAROSX63,16,60,68044757e58fe4e2192f1c0b,2025-04-17 02:39:17,0
68044757e58fe4e2192f1c0f,#FFFF00,Amarillo,L,18RPNCHAAMAL76,0,0,68044757e58fe4e2192f1c0b,2025-04-17 02:39:17,0
68044757e58fe4e2192f1c10,#FFFF00,Amarillo,XL,18RPNCHAAMAX00,21,98,68044757e58fe4e2192f1c0b,2025-04-17 02:39:17,0
68044757e58fe4e2192f1c11,#FFFF00,Amarillo,S,18RPNCHAAMAS93,40,95,68044757e58fe4e2192f1c0b,2025-04-17 02:39:17,0
68044757e58fe4e2192f1c12,#FFFF00,Amarillo,XS,18RPNCHAAMAX41,36,78,68044757e58fe4e2192f1c0b,2025-04-17 02:39:17,0
68044757e58fe4e2192f1c16,#A52A2A,Café,Único,19CEMPRECAFÚ25,54,129,68044757e58fe4e2192f1c15,2025-04-17 02:12:17,0
68044757e58fe4e2192f1c17,#0000FF,Azul,Único,19CEMPREAZUÚ36,15,105,68044757e58fe4e2192f1c15,2025-04-17 02:12:17,0
68044757e58fe4e2192f1c18,#800080,Morado,Único,19CEMPREMORÚ24,15,102,68044757e58fe4e2192f1c15,2025-04-17 02:12:17,0
68044757e58fe4e2192f1c19,#808080,Gris,Único,19CEMPREGRIÚ72,8,76,68044757e58fe4e2192f1c15,2025-04-17 02:12:17,0
68044757e58fe4e2192f1c20,#FFFF00,Amarillo,Único,20ACFBILAMAÚ05,16,136,68044757e58fe4e2192f1c1f,2025-04-17 01:46:17,0
68044757e58fe4e2192f1c26,#0000FF,Azul,Único,21MMNLONAZUÚ47,0,0,68044757e58fe4e2192f1c25,2025-04-17 01:31:17,0
68044757e58fe4e2192f1c29,#008000,Verde,Único,22MMMMOUVERÚ76,48,220,68044757e58fe4e2192f1c28,2025-04-17 00:54:17,0
68044757e58fe4e2192f1c2a,#FFC0CB,Rosado,Único,22MMMMOUROSÚ49,0,0,68044757e58fe4e2192f1c28,2025-04-17 00:54:17,0
68044757e58fe4e2192f1c2b,#A52A2A,Café,Único,22MMMMOUCAFÚ06,42,167,68044757e58fe4e2192f1c28,2025-04-17 00:54:17,0
68044757e58fe4e2192f1c2c,#FF0000,Rojo,Único,22MMMMOUROJÚ84,38,224,68044757e58fe4e2192f1c28,2025-04-17 00:54:17,0
68044757e58fe4e2192f1c2d,#808080,Gris,Único,22MMMMOUGRIÚ37,0,0,68044757e58fe4e2192f1c28,2025-04-17 00:54:17,0
68044757e58fe4e2192f1c30,#A52A2A,Café,XS,23RPNCHACAFX46,14,179,68044757e58fe4e2192f1c2f,2025-04-17 00:11:17,0
68044757e58fe4e2192f1c31,#A52A2A,Café,XXL,23RPNCHACAFX97,13,183,68044757e58fe4e2192f1c2f,2025-04-17 00:11:17,0
68044757e58fe4e2192f1c32,#008000,Verde,L,23RPNCHAVERL51,11,196,68044757e58fe4e2192f1c2f,2025-04-17 00:11:17,0
68044757e58fe4e2192f1c33,#008000,Verde,S,23RPNCHAVERS02,15,136,68044757e58fe4e2192f1c2f,2025-04-17 00:11:17,0
68044757e58fe4e2192f1c34,#FF0000,Rojo,L,23RPNCHAROJL12,0,0,68044757e58fe4e2192f1c2f,2025-04-17 00:11:17,0
68044757e58fe4e2192f1c35,#FF0000,Rojo,XL,23RPNCHAROJX14,7,130,68044757e58fe4e2192f1c2f,2025-04-17 00:11:17,0
68044757e58fe4e2192f1c36,#FF0000,Rojo,S,23RPNCHAROJS58,0,0,68044757e58fe4e2192f1c2f,2025-04-17 00:11:17,0
68044757e58fe4e2192f1c37,#FF0000,Rojo,M,23RPNCHAROJM42,0,0,68044757e58fe4e2192f1c2f,2025-04-17 00:11:17,0
68044757e58fe4e2192f1c38,#FF0000,Rojo,XXL,23RPNCHAROJX16,0,0,68044757e58fe4e2192f1c2f,2025-04-17 00:11:17,0
68044757e58fe4e2192f1c39,#FF0000,Rojo,XS,23RPNCHAROJX23,14,125,68044757e58fe4e2192f1c2f,2025-04-17 00:11:17,0
68044757e58fe4e2192f1c3a,#0000FF,Azul,XL,23RPNCHAAZUX53,7,120,68044757e58fe4e2192f1c2f,2025-04-17 00:11:17,0
68044757e58fe4e2192f1c3b,#0000FF,Azul,L,23RPNCHAAZUL51,0,0,68044757e58fe4e2192f1c2f,2025-04-17 00:11:17,0
68044757e58fe4e2192f1c3c,#0000FF,Azul,XXL,23RPNCHAAZUX89,18,153,68044757e58fe4e2192f1c2f,2025-04-17 00:11:17,0
68044757e58fe4e2192f1c43,#A52A2A,Café,Único,24ACMPORCAFÚ98,0,0,68044757e58fe4e2192f1c42,2025-04-17 00:43:17,0
68044757e58fe4e2192f1c48,#FF0000,Rojo,Único,25MMMMOUROJÚ09,34,130,68044757e58fe4e2192f1c47,2025-04-17 00:30:17,0
68044757e58fe4e2192f1c4c,#FFFF00,Amarillo,Único,26MMNMONAMAÚ11,0,0,68044757e58fe4e2192f1c4b,2025-04-17 00:18:17,0
68044757e58fe4e2192f1c4d,#FFA500,Naranja,Único,26MMNMONNARÚ63,13,249,68044757e58fe4e2192f1c4b,2025-04-17 00:18:17,0
68044757e58fe4e2192f1c4e,#FFC0CB,Rosado,Único,26MMNMONROSÚ02,12,232,68044757e58fe4e2192f1c4b,2025-04-17 00:18:17,0
68044757e58fe4e2192f1c4f,#008000,Verde,Único,26MMNMONVERÚ77,44,241,68044757e58fe4e2192f1c4b,2025-04-17 00:18:17,0
68044757e58fe4e2192f1c50,#808080,Gris,Único,26MMNMONGRIÚ08,42,179,68044757e58fe4e2192f1c4b,2025-04-17 00:18:17,0
68044757e58fe4e2192f1c53,#FFFFFF,Blanco,39,27CANSANBLA331,0,0,68044757e58fe4e2192f1c52,2025-04-17 01:54:17,0
68044757e58fe4e2192f1c54,#FFFFFF,Blanco,41,27CANSANBLA475,0,0,68044757e58fe4e2192f1c52,2025-04-17 01:54:17,0
68044757e58fe4e2192f1c55,#FFFFFF,Blanco,42,27CANSANBLA477,0,0,68044757e58fe4e2192f1c52,2025-04-17 01:54:17,0
68044757e58fe4e2192f1c56,#FFFFFF,Blanco,43,27CANSANBLA414,0,0,68044757e58fe4e2192f1c52,2025-04-17 01:54:17,0
68044757e58fe4e2192f1c57,#FFFFFF,Blanco,35,27CANSANBLA347,0,0,68044757e58fe4e2192f1c52,2025-04-17 01:54:17,0
68044757e58fe4e2192f1c58,#FF0000,Rojo,37,27CANSANROJ322,0,0,68044757e58fe4e2192f1c52,2025-04-17 01:54:17,0
68044757e58fe4e2192f1c59,#FF0000,Rojo,43,27CANSANROJ447,0,0,68044757e58fe4e2192f1c52,2025-04-17 01:54:17,0
