_id,cliente,venta,producto,variedad,cantidad,precio,createdAT,__v,estado,estado_
68045a3399e4b492e4ec98b7,680450bf24880247e3b6d703,68045a3399e4b492e4ec98b6,68044757e58fe4e2192f1e7e,68044757e58fe4e2192f1e81,1,101,2024-07-12 21:40:39.048,0,True,Confirmado
68045a3499e4b492e4ec98b8,680450bf24880247e3b6d703,68045a3399e4b492e4ec98b6,68044757e58fe4e2192f1cc8,68044757e58fe4e2192f1ccc,1,67,2024-07-12 21:40:39.002,0,True,Confirmado
68045a3499e4b492e4ec98ba,680450bf24880247e3b6d704,68045a3499e4b492e4ec98b9,68044757e58fe4e2192f1fd6,68044757e58fe4e2192f1fda,1,78,2024-07-12 18:07:40.076,0,True,Confirmado
68045a3499e4b492e4ec98bb,680450bf24880247e3b6d704,68045a3499e4b492e4ec98b9,68044757e58fe4e2192f21bd,68044757e58fe4e2192f21be,1,216,2024-07-12 18:07:40.013,0,True,Confirmado
68045a3499e4b492e4ec98bd,680450bf24880247e3b6d706,68045a3499e4b492e4ec98bc,68044757e58fe4e2192f20e3,68044757e58fe4e2192f20e4,2,102,2024-07-12 23:08:33.030,0,,
68045a3499e4b492e4ec98bf,680450c024880247e3b6d708,68045a3499e4b492e4ec98be,68044757e58fe4e2192f1e84,68044757e58fe4e2192f1e8f,1,57,2024-07-13 11:13:18.093,0,True,Confirmado
68045a3599e4b492e4ec98c1,680450c024880247e3b6d70a,68045a3599e4b492e4ec98c0,68044757e58fe4e2192f1d0f,68044757e58fe4e2192f1d13,1,85,2024-07-13 08:18:15.060,0,,
68045a3599e4b492e4ec98c2,680450c024880247e3b6d70a,68045a3599e4b492e4ec98c0,68044757e58fe4e2192f2073,68044757e58fe4e2192f2074,1,80,2024-07-13 08:18:15.032,0,,
68045a3599e4b492e4ec98c3,680450c024880247e3b6d70a,68045a3599e4b492e4ec98c0,68044757e58fe4e2192f1b66,68044757e58fe4e2192f1b67,1,88,2024-07-13 08:18:15.004,0,,
68045a3599e4b492e4ec98c5,680450c024880247e3b6d70b,68045a3599e4b492e4ec98c4,68044757e58fe4e2192f20ac,68044757e58fe4e2192f20ae,1,151,2024-07-13 18:37:28.019,0,True,Confirmado
68045a3599e4b492e4ec98c6,680450c024880247e3b6d70b,68045a3599e4b492e4ec98c4,68044757e58fe4e2192f2100,68044757e58fe4e2192f2105,1,133,2024-07-13 18:37:28.026,0,True,Confirmado
68045a3699e4b492e4ec98c8,680450c024880247e3b6d70d,68045a3699e4b492e4ec98c7,68044757e58fe4e2192f1ec3,68044757e58fe4e2192f1ec4,1,193,2024-07-13 16:23:22.018,0,True,Confirmado
68045a3699e4b492e4ec98c9,680450c024880247e3b6d70d,68045a3699e4b492e4ec98c7,68044757e58fe4e2192f1d5d,68044757e58fe4e2192f1d5f,1,234,2024-07-13 16:23:22.039,0,True,Confirmado
68045a3799e4b492e4ec98cb,680450bf24880247e3b6d6ff,68045a3799e4b492e4ec98ca,68044757e58fe4e2192f1f75,68044757e58fe4e2192f1f7f,2,171,2024-07-13 23:15:30.001,0,True,Confirmado
68045a3799e4b492e4ec98cc,680450bf24880247e3b6d6ff,68045a3799e4b492e4ec98ca,68044757e58fe4e2192f231c,68044757e58fe4e2192f231d,1,130,2024-07-13 23:15:30.018,0,True,Confirmado
68045a3799e4b492e4ec98ce,680450c024880247e3b6d707,68045a3799e4b492e4ec98cd,68044757e58fe4e2192f20f7,68044757e58fe4e2192f20fa,1,127,2024-07-13 20:53:54.019,0,,
68045a3799e4b492e4ec98cf,680450c024880247e3b6d707,68045a3799e4b492e4ec98cd,68044757e58fe4e2192f1b82,68044757e58fe4e2192f1b85,1,239,2024-07-13 20:53:54.001,0,,
68045a3799e4b492e4ec98d1,680450c024880247e3b6d70c,68045a3799e4b492e4ec98d0,68044757e58fe4e2192f1c47,68044757e58fe4e2192f1c48,1,130,2024-07-13 15:12:12.063,0,True,Confirmado
68045a3899e4b492e4ec98d2,680450c024880247e3b6d70c,68045a3799e4b492e4ec98d0,68044757e58fe4e2192f1dfc,68044757e58fe4e2192f1dfe,1,98,2024-07-13 15:12:12.085,0,True,Confirmado
68045a3899e4b492e4ec98d3,680450c024880247e3b6d70c,68045a3799e4b492e4ec98d0,68044757e58fe4e2192f23a9,68044757e58fe4e2192f23b6,1,203,2024-07-13 15:12:12.019,0,True,Confirmado
68045a3899e4b492e4ec98d4,680450c024880247e3b6d70c,68045a3799e4b492e4ec98d0,68044757e58fe4e2192f1cfd,68044757e58fe4e2192f1cfe,2,73,2024-07-13 15:12:12.091,0,True,Confirmado
68045a3899e4b492e4ec98d6,680450bf24880247e3b6d6fd,68045a3899e4b492e4ec98d5,68044757e58fe4e2192f1c84,68044757e58fe4e2192f1c86,2,125,2024-07-14 20:24:57.059,0,True,Confirmado
68045a3899e4b492e4ec98d8,680450bf24880247e3b6d704,68045a3899e4b492e4ec98d7,68044757e58fe4e2192f22d9,68044757e58fe4e2192f22e6,1,196,2024-07-14 14:54:25.094,0,True,Confirmado
68045a3999e4b492e4ec98da,680450bf24880247e3b6d6fe,68045a3999e4b492e4ec98d9,68044757e58fe4e2192f210b,68044757e58fe4e2192f210c,1,98,2024-07-14 10:59:03.066,0,,
68045a3999e4b492e4ec98db,680450bf24880247e3b6d6fe,68045a3999e4b492e4ec98d9,68044757e58fe4e2192f1ec3,68044757e58fe4e2192f1ec4,1,193,2024-07-14 10:59:03.059,0,,
68045a3999e4b492e4ec98dc,680450bf24880247e3b6d6fe,68045a3999e4b492e4ec98d9,68044757e58fe4e2192f20ac,68044757e58fe4e2192f20b2,1,182,2024-07-14 10:59:03.083,0,,
68045a3999e4b492e4ec98de,680450bf24880247e3b6d702,68045a3999e4b492e4ec98dd,68044757e58fe4e2192f21a8,68044757e58fe4e2192f21b0,1,94,2024-07-14 16:46:14.088,0,True,Confirmado
68045a3999e4b492e4ec98df,680450bf24880247e3b6d702,68045a3999e4b492e4ec98dd,68044757e58fe4e2192f22c5,68044757e58fe4e2192f22c7,1,87,2024-07-14 16:46:14.089,0,True,Confirmado
68045a3a99e4b492e4ec98e0,680450bf24880247e3b6d702,68045a3999e4b492e4ec98dd,68044757e58fe4e2192f2333,68044757e58fe4e2192f2347,1,175,2024-07-14 16:46:14.073,0,True,Confirmado
68045a3a99e4b492e4ec98e2,680450bf24880247e3b6d704,68045a3a99e4b492e4ec98e1,68044757e58fe4e2192f204b,68044757e58fe4e2192f204e,2,109,2024-07-14 08:10:33.027,0,True,Confirmado
68045a3a99e4b492e4ec98e4,680450c024880247e3b6d70a,68045a3a99e4b492e4ec98e3,68044757e58fe4e2192f1be3,68044757e58fe4e2192f1bf2,1,178,2024-07-14 08:40:12.088,0,True,Confirmado
68045a3a99e4b492e4ec98e6,680450c024880247e3b6d70b,68045a3a99e4b492e4ec98e5,68044757e58fe4e2192f1ccf,68044757e58fe4e2192f1cd0,1,218,2024-07-14 13:22:38.040,0,,
68045a3a99e4b492e4ec98e7,680450c024880247e3b6d70b,68045a3a99e4b492e4ec98e5,68044757e58fe4e2192f20dc,68044757e58fe4e2192f20e0,1,77,2024-07-14 13:22:38.082,0,,
68045a3b99e4b492e4ec98e9,680450bf24880247e3b6d6fd,68045a3b99e4b492e4ec98e8,68044757e58fe4e2192f1fa5,68044757e58fe4e2192f1fa6,1,108,2024-07-15 23:09:15.053,0,True,Confirmado
68045a3b99e4b492e4ec98eb,680450bf24880247e3b6d702,68045a3b99e4b492e4ec98ea,68044757e58fe4e2192f22bd,68044757e58fe4e2192f22be,1,77,2024-07-15 17:00:47.088,0,,
68045a3b99e4b492e4ec98ec,680450bf24880247e3b6d702,68045a3b99e4b492e4ec98ea,68044757e58fe4e2192f1df5,68044757e58fe4e2192f1df7,1,116,2024-07-15 17:00:47.038,0,,
68045a3b99e4b492e4ec98ed,680450bf24880247e3b6d702,68045a3b99e4b492e4ec98ea,68044757e58fe4e2192f2095,68044757e58fe4e2192f2098,1,55,2024-07-15 17:00:47.014,0,,
68045a3c99e4b492e4ec98ef,680450c024880247e3b6d70a,68045a3c99e4b492e4ec98ee,68044757e58fe4e2192f1b9a,68044757e58fe4e2192f1ba0,1,115,2024-07-15 11:36:27.051,0,,
68045a3c99e4b492e4ec98f0,680450c024880247e3b6d70a,68045a3c99e4b492e4ec98ee,68044757e58fe4e2192f1cf5,68044757e58fe4e2192f1cf6,1,105,2024-07-15 11:36:27.061,0,,
68045a3c99e4b492e4ec98f2,680450bf24880247e3b6d6fe,68045a3c99e4b492e4ec98f1,68044757e58fe4e2192f2392,68044757e58fe4e2192f2396,2,143,2024-07-15 18:30:52.060,0,True,Confirmado
68045a3c99e4b492e4ec98f3,680450bf24880247e3b6d6fe,68045a3c99e4b492e4ec98f1,68044757e58fe4e2192f1fe7,68044757e58fe4e2192f1fe8,1,237,2024-07-15 18:30:52.030,0,True,Confirmado
68045a3d99e4b492e4ec98f4,680450bf24880247e3b6d6fe,68045a3c99e4b492e4ec98f1,68044757e58fe4e2192f1d0f,68044757e58fe4e2192f1d10,1,132,2024-07-15 18:30:52.095,0,True,Confirmado
68045a3d99e4b492e4ec98f5,680450bf24880247e3b6d6fe,68045a3c99e4b492e4ec98f1,68044757e58fe4e2192f1b3c,68044757e58fe4e2192f1b3d,1,126,2024-07-15 18:30:52.041,0,True,Confirmado
68045a3d99e4b492e4ec98f7,680450bf24880247e3b6d700,68045a3d99e4b492e4ec98f6,68044757e58fe4e2192f1fc8,68044757e58fe4e2192f1fcc,1,101,2024-07-15 18:48:20.089,0,,
68045a3d99e4b492e4ec98f9,680450bf24880247e3b6d704,68045a3d99e4b492e4ec98f8,68044757e58fe4e2192f1b8f,68044757e58fe4e2192f1b92,1,172,2024-07-15 12:47:42.051,0,,
68045a3d99e4b492e4ec98fb,680450c024880247e3b6d70f,68045a3d99e4b492e4ec98fa,68044757e58fe4e2192f21db,68044757e58fe4e2192f21e5,1,183,2024-07-15 16:31:09.092,0,,
68045a3e99e4b492e4ec98fc,680450c024880247e3b6d70f,68045a3d99e4b492e4ec98fa,68044757e58fe4e2192f207d,68044757e58fe4e2192f207e,3,126,2024-07-15 16:31:09.061,0,,
68045a3e99e4b492e4ec98fe,680450c024880247e3b6d710,68045a3e99e4b492e4ec98fd,68044757e58fe4e2192f1c1f,68044757e58fe4e2192f1c20,2,136,2024-07-15 19:10:04.081,0,True,Confirmado
68045a3e99e4b492e4ec9900,680450bf24880247e3b6d704,68045a3e99e4b492e4ec98ff,68044757e58fe4e2192f1c4b,68044757e58fe4e2192f1c4e,1,232,2024-07-16 08:55:26.077,0,True,Confirmado
68045a3e99e4b492e4ec9901,680450bf24880247e3b6d704,68045a3e99e4b492e4ec98ff,68044757e58fe4e2192f2133,68044757e58fe4e2192f2138,1,42,2024-07-16 08:55:26.038,0,True,Confirmado
68045a3e99e4b492e4ec9902,680450bf24880247e3b6d704,68045a3e99e4b492e4ec98ff,68044757e58fe4e2192f226f,68044757e58fe4e2192f2273,1,118,2024-07-16 08:55:26.002,0,True,Confirmado
68045a3e99e4b492e4ec9903,680450bf24880247e3b6d704,68045a3e99e4b492e4ec98ff,68044757e58fe4e2192f207d,68044757e58fe4e2192f207e,1,126,2024-07-16 08:55:26.084,0,True,Confirmado
68045a3e99e4b492e4ec9904,680450bf24880247e3b6d704,68045a3e99e4b492e4ec98ff,68044757e58fe4e2192f1d0f,68044757e58fe4e2192f1d10,1,132,2024-07-16 08:55:26.084,0,True,Confirmado
68045a3f99e4b492e4ec9906,680450bf24880247e3b6d706,68045a3f99e4b492e4ec9905,68044757e58fe4e2192f2213,68044757e58fe4e2192f221c,1,186,2024-07-16 18:27:22.031,0,,
68045a3f99e4b492e4ec9908,680450c024880247e3b6d708,68045a3f99e4b492e4ec9907,68044757e58fe4e2192f20dc,68044757e58fe4e2192f20e0,1,77,2024-07-16 19:56:29.013,0,True,Confirmado
68045a3f99e4b492e4ec9909,680450c024880247e3b6d708,68045a3f99e4b492e4ec9907,68044757e58fe4e2192f20e3,68044757e58fe4e2192f20e5,1,84,2024-07-16 19:56:29.016,0,True,Confirmado
68045a3f99e4b492e4ec990a,680450c024880247e3b6d708,68045a3f99e4b492e4ec9907,68044757e58fe4e2192f1efc,68044757e58fe4e2192f1efe,2,112,2024-07-16 19:56:29.035,0,True,Confirmado
68045a4099e4b492e4ec990b,680450c024880247e3b6d708,68045a3f99e4b492e4ec9907,68044757e58fe4e2192f1e7e,68044757e58fe4e2192f1e7f,1,104,2024-07-16 19:56:29.072,0,True,Confirmado
68045a4099e4b492e4ec990d,680450c024880247e3b6d70e,68045a4099e4b492e4ec990c,68044757e58fe4e2192f203b,68044757e58fe4e2192f203c,1,63,2024-07-16 16:35:07.054,0,,
68045a4099e4b492e4ec990e,680450c024880247e3b6d70e,68045a4099e4b492e4ec990c,68044757e58fe4e2192f1ec3,68044757e58fe4e2192f1ec9,1,199,2024-07-16 16:35:07.095,0,,
68045a4099e4b492e4ec990f,680450c024880247e3b6d70e,68045a4099e4b492e4ec990c,68044757e58fe4e2192f227d,68044757e58fe4e2192f228f,1,109,2024-07-16 16:35:07.077,0,,
68045a4099e4b492e4ec9911,680450c024880247e3b6d711,68045a4099e4b492e4ec9910,68044757e58fe4e2192f1f9e,68044757e58fe4e2192f1f9f,1,178,2024-07-16 07:39:05.029,0,True,Confirmado
68045a4199e4b492e4ec9912,680450c024880247e3b6d711,68045a4099e4b492e4ec9910,68044757e58fe4e2192f21ce,68044757e58fe4e2192f21d3,1,111,2024-07-16 07:39:05.041,0,True,Confirmado
68045a4199e4b492e4ec9913,680450c024880247e3b6d711,68045a4099e4b492e4ec9910,68044757e58fe4e2192f1c1f,68044757e58fe4e2192f1c20,3,136,2024-07-16 07:39:05.091,0,True,Confirmado
68045a4199e4b492e4ec9914,680450c024880247e3b6d711,68045a4099e4b492e4ec9910,68044757e58fe4e2192f1cc3,68044757e58fe4e2192f1cc5,1,123,2024-07-16 07:39:05.078,0,True,Confirmado
68045a4199e4b492e4ec9916,680450c024880247e3b6d712,68045a4199e4b492e4ec9915,68044757e58fe4e2192f1fe7,68044757e58fe4e2192f1fe8,1,237,2024-07-16 22:07:43.028,0,True,Confirmado
68045a4199e4b492e4ec9917,680450c024880247e3b6d712,68045a4199e4b492e4ec9915,68044757e58fe4e2192f204b,68044757e58fe4e2192f2059,1,122,2024-07-16 22:07:43.064,0,True,Confirmado
68045a4199e4b492e4ec9918,680450c024880247e3b6d712,68045a4199e4b492e4ec9915,68044757e58fe4e2192f1f5d,68044757e58fe4e2192f1f6a,1,123,2024-07-16 22:07:43.091,0,True,Confirmado
68045a4199e4b492e4ec991a,680450c024880247e3b6d710,68045a4199e4b492e4ec9919,68044757e58fe4e2192f205c,68044757e58fe4e2192f205e,1,122,2024-07-16 22:42:39.065,0,True,Confirmado
